practice_code,gp_name,ccg_code,generic_statins,proprietary_statins,pct_proprietary
A82049,ORCHARD HOUSE SURGERY,01H,12940,1951,13.1018736149352
A82050,OXFORD STREET SURGERY,01H,16764,3498,17.2638436482085
A82052,STANWIX MEDICAL GROUP,01H,10760,2528,19.0246839253462
A82053,NUTWOOD SURGERY,01H,16613,4627,21.7843691148776
A82055,ASPATRIA MEDICAL GROUP,01H,20356,4539,18.2325768226552
A82057,DERWENT HOUSE SURGERY,01H,17193,4919,22.2458393632417
A82058,IRONSIDE'S FAMILY PRACTITIONERS,01H,10788,2559,19.1728478309733
A82060,TRINITY HOUSE SURGERY,01H,7145,1106,13.404435825960501
A82062,ATKINSON HEALTH CENTRE (WIEJAK),01H,8303,2894,25.8462088059302
A82063,BANK STREET SURGERY,01H,5879,2945,33.3748866727108
A82064,WESTCROFT HOUSE SURGERY,01H,18336,4005,17.9266818853229
A82065,PENINSULA MEDICAL PRACTICE,01H,13943,3483,19.987375186502902
A82068,ULVERSTON HEALTH CENTRE (HAMBLY),01H,8176,1822,18.2236447289458
A82070,ST.MARY'S SURGERY,01H,10800,6600,37.931034482758605
A82071,BURNETT EDGAR MEDICAL CTR,01H,16983,4266,20.0762388818297
A82072,RISEDALE SURGERY,01H,16522,3648,18.0862667327714
A82074,ARNSIDE SURGERY,01H,9408,2431,20.5338288706816
A82075,MANSION HOUSE SURGERY,01H,13337,2561,16.1089445213234
A82077,LIVERPOOL HOUSE SURGERY,01H,9568,4049,29.734890210766
A82608,SEDBERGH HEALTH CENTRE (LUMB),01H,15453,4258,21.6021510831515
A82613,WRAYSDALE HOUSE SURGERY,01H,1750,457,20.7068418667875
A82617,KIRKOSWALD SURGERY,01H,6482,2582,28.486319505737
A82619,NELSON STREET SURGERY,01H,3312,885,21.0864903502502
A82620,GLENRIDDING HEALTH CENTRE,01H,2542,379,12.9750085587128
A82621,ASKAM SURGERY,01H,6498,317,4.65150403521643
A82623,SOLWAY HEALTH SERVICES,01H,19424,2785,12.539961276959799
A82629,THE FAMILY PRACTICE,01H,10279,3206,23.7745643307379
A82631,COURT THORN SURGERY,01H,9522,2591,21.3902418888797
A82635,GROSVENOR HOUSE SURGERY (W),01H,5499,1132,17.0713316241894
A82641,GROSVENOR HOUSE SURGERY (F),01H,4928,702,12.4689165186501
A82642,HAWKSHEAD MEDICAL PRACTICE,01H,3544,966,21.4190687361419
A82646,LONGTOWN MEDICAL CENTRE,01H,11354,2811,19.844687610307098
A82647,CARTMEL SURGERY,01H,8041,2841,26.1073332108068
A82650,HAVERTHWAITE SURGERY,01H,5734,2192,27.6558163007822
A82651,DUDDON VALLEY MEDICAL PRACTICE,01H,7273,4304,37.1771616135441
A82654,GROSVENOR HOUSE SURGERY (A),01H,10864,1327,10.885079156755
A83001,ST ANDREW'S MEDICAL PRACTICE,00D,24247,13835,36.3294995010766
A83003,WILLINGTON MEDICAL GROUP,00D,25613,7577,22.8291654112685
A83004,DR. K R KAPOOR & PARTNER,00D,18974,4358,18.678210183439102
A83005,WHINFIELD MEDICAL PRACTICE,00C,38636,16227,29.577310755882802
A83006,ORCHARD COURT SURGERY,00C,18826,3618,16.1201211905186
A83007,DR. P. BURRELL & PARTNERS,00D,35342,12646,26.352421438693003
A83008,HALLGARTH SURGERY,00D,23497,7270,23.6292131179511
A83009,BRIDGE END SURGERY,00J,24545,5607,18.5957813743699
A83010,MOORLANDS SURGERY,00C,31699,11726,27.0028785261946
A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,00J,22386,7349,24.714982344039
A83012,WILLIAM BROWN CENTRE,00D,57452,17647,23.4983155567984
A83013,NEASHAM ROAD SURGERY,00C,26206,6970,21.0091632505426
A83014,BELMONT & SHERBURN MEDICAL GROUP,00J,21462,7315,25.419605935295497
A83015,STATION VIEW MEDICAL CENTRE,00D,34918,9896,22.0823849689829
A83016,TANFIELD VIEW MEDICAL GROUP,00J,37313,11572,23.6718829906924
A83017,DR MAHTO & PARTNERS,00D,21910,5898,21.2097238204833
A83018,CONSETT MEDICAL CENTRE,00J,51359,14343,21.8303856808012
A83019,DR. R.G. ABBOTT AND DR. PATEL,00D,17780,5889,24.8806455701551
A83020,NORTH HOUSE SURGERY,00D,33784,11896,26.0420315236427
A83021,AUCKLAND MEDICAL GROUP,00D,39992,18424,31.539304300191702
A83022,THE MEDICAL GROUP,00J,58325,21048,26.5178335202147
A83023,STANLEY MEDICAL GROUP,00J,34145,9590,21.9275180061735
A83024,WEST RAINTON SURGERY,00J,16821,6691,28.4578087784961
A83025,BISHOPGATE MEDICAL CENTRE,00D,32353,13012,28.6829053234873
A83026,SACRISTON MEDICAL CENTRE,00J,25356,7572,22.9956268221574
A83027,COXHOE MEDICAL PRACTICE,00J,9167,2017,18.0346924177396
A83028,GROUP PRACTICE SURGERY,00J,32949,9566,22.5002940138775
A83029,THE SURGERY GREAT LUMLEY,00J,12165,3777,23.6921339856982
A83030,DUNELM MEDICAL PRACTICE,00J,29253,9219,23.9628820960699
A83031,CARMEL MEDICAL PRACTICE,00C,31618,7188,18.5229088285317
A83032,COCKFIELD SURGERY,00D,11641,6294,35.093392807359905
A83033,DR TYSON AND PARTNERS,00J,25804,6030,18.9420116856192
A83034,BLACKETTS MEDICAL PRACTICE,00C,18229,7745,29.8182798182798
A83035,THE WEARDALE PRACTICE,00D,25401,6975,21.5437361008154
A83036,CHASTLETON MEDICAL GROUP,00J,24358,6540,21.1664185384167
A83037,BEWICK CRESCENT SURGERY,00D,52893,19102,26.5323980832002
A83038,CEDARS MEDICAL GROUP,00J,17885,4596,20.443930430141
A83040,CLIFTON COURT MEDICAL PRACTICE,00C,29750,9426,24.0606493771697
A83041,DR D S RANGAR & PARTNERS,00D,33570,12016,26.358969859167303
A83042,DR. C.P. FAIRLAMB & PARTNERS,00D,17542,10804,38.114725181683504
A83043,OLD FORGE SURGERY,00D,12260,4744,27.899317807574697
A83044,THE HORDEN GROUP PRACTICE,00D,18496,4737,20.3891017087763
A83045,DR.OAKENFULL & PARTNERS,00D,36978,14998,28.855625673387703
A83046,BARNARD CASTLE SURGERY,00D,35741,9679,21.3099955966535
A83047,DENMARK STREET SURGERY,00C,36226,17618,32.7204516752099
A83048,ROCKLIFFE COURT SURGERY,00C,18086,5462,23.195175811109202
A83049,QUEENS ROAD SURGERY,00J,40375,12292,23.339092790551998
A83050,CESTRIA HEALTH CENTRE,00J,27589,11914,30.159734703693402
A83051,MARLBOROUGH SURGERY,00D,35948,10288,22.2510597802578
A83052,DR.WOOD & PARTNERS,00D,24099,10956,31.2537441163885
A83054,DR.JONES & PARTNERS,00D,45309,9266,16.978469995419097
A83055,CHEVELEY PARK MEDICAL CTR,00J,5278,1757,24.975124378109502
A83057,SHINWELL MEDICAL GROUP,00D,19571,7223,26.9575278047324
A83060,PINFOLD MEDICAL PRACTICE,00D,7059,2224,23.9577722718949
A83061,GAINFORD SURGERY,00D,10050,2473,19.7476642976922
A83066,JUBILEE MEDICAL GROUP,00D,27706,10968,28.3601385944045
A83068,JUPITER HOUSE,00D,9753,2747,21.976000000000003
A83070,FELIX HOUSE SURGERY,00C,19202,8706,31.195356170273804
A83071,THE NEW SEAHAM MEDICAL GROUP,00D,20441,5995,22.6774095929793
A83072,PARK HOUSE SURGERY,00J,11713,4078,25.8248369324299
A83073,DRS LAMBERT & NG,00J,18953,4972,20.7816091954023
A83074,PEASEWAY MEDICAL CENTRE,00D,35902,14564,28.859033804938
A83075,DR KV REDDY,00D,33887,7541,18.202664864343
A83076,DIPTON SURGERY,00J,9391,1941,17.1284857042005
A83603,DR.ROY,00D,7611,1372,15.2732939997774
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,00D,12738,2912,18.6070287539936
A83616,DR M D RAMAKRISHNA GUPTA,00D,11815,2873,19.5601851851852
A83617,BROWNEY HOUSE SURGERY,00J,10986,2942,21.122917863297
A83618,OAKFIELDS HEALTH CENTRE,00J,13223,3027,18.6276923076923
A83619,DR. S H S MANSOUR,00D,7614,2696,26.1493695441319
A83622,THE HAVEN SURGERY,00J,11227,595,5.03298934190492
A83626,EVENWOOD MEDICAL PRACTICE,00D,11482,893,7.216161616161621
A83627,SILVERDALE FAMILY PRACTICE,00D,19053,3991,17.3190418330151
A83630,DENHOLM HOUSE,00J,6160,928,13.0925507900677
A83632,CRAGHEAD MEDICAL CENTRE,00J,5795,2421,29.466893865628002
A83634,WEST CORNFORTH MEDICAL CENTRE,00D,15204,2458,13.9168837051297
A83635,BOWBURN MEDICAL CENTRE,00J,13221,3992,23.1917736594434
A83636,LEADGATE SURGERY,00J,25996,3059,10.5283083806574
A83637,PELTON FELL SURGERY,00J,10140,2174,17.6547019652428
A83638,DR.BALIGA,00D,8659,1975,18.5725032913297
A83641,PARKGATE SURGERY,00C,13966,4426,24.0648107872988
A83644,ANNFIELD PLAIN SURGERY,00J,14715,4655,24.0320082601962
A84002,THE ROTHBURY PRACTICE,00L,14307,3403,19.2151326933936
A84003,LINTONVILLE MEDICAL GROUP,00L,35735,7320,17.0015096968993
A84005,BEDLINGTONSHIRE MED.GROUP,00L,37770,8626,18.5921200103457
A84006,THE BONDGATE SURGERY,00L,35585,9751,21.5082936297865
A84007,PONTELAND MEDICAL GROUP,00L,46295,14971,24.4360656808017
A84008,BELFORD MEDICAL PRACTICE,00L,21338,4076,16.0384040292752
A84009,WATERLOO MEDICAL GROUP,00L,39730,7828,16.459901593843302
A84011,WHITE MEDICAL GROUP,00L,28360,7753,21.4687231744801
A84013,THE GABLES MEDICAL GROUP,00L,21264,7246,25.4156436338127
A84014,MARINE MEDICAL GROUP,00L,25015,4683,15.7687386355984
A84015,LABURNUM SURGERY,00L,13494,1299,8.78118028797404
A84016,PRUDHOE MEDICAL GROUP,00L,15352,3218,17.3290253096392
A84018,CORBRIDGE HEALTH CENTRE,00L,18945,6176,24.585008558576497
A84020,GUIDEPOST MEDICAL GROUP,00L,33900,7188,17.494158878504702
A84021,THE CONSULTING ROOMS,00L,25116,9361,27.1514342895263
A84022,COQUET MEDICAL GROUP,00L,34312,7755,18.4348776951054
A84024,BURN BRAE MEDICAL GROUP,00L,24435,6053,19.8537129362372
A84025,CRAMLINGTON MEDICAL GROUP,00L,19100,6559,25.562180911181297
A84026,WELL CLOSE SQUARE SURGERY,00L,27925,6755,19.4780853517878
A84027,BELLINGHAM PRACTICE,00L,11565,3219,21.773538961038998
A84028,SEATON PARK MEDICAL GROUP,00L,67667,16314,19.4258225074719
A84029,WIDDRINGTON SURGERY,00L,13665,3971,22.5164436380132
A84030,VILLAGE MEDICAL GROUP,00L,22596,9297,29.1505973097545
A84031,GREYSTOKE SURGERY,00L,25045,5554,18.150919964704702
A84032,CHEVIOT MEDICAL GROUP,00L,11579,2608,18.3830267145979
A84033,THE SELE MEDICAL PRACTICE,00L,18910,5166,21.4570526665559
A84034,HALTWHISTLE MEDICAL GROUP,00L,19324,5264,21.4088173092565
A84035,RIVERSDALE SURGERY,00L,19995,7219,26.526787682810298
A84036,WELLWAY MEDICAL GROUP,00L,89167,15515,14.821077167039201
A84037,NETHERFIELD HOUSE,00L,16975,2943,14.7755798774977
A84038,FORUM FAMILY PRACTICE,00L,21143,5363,20.2331547574134
A84039,GAS HOUSE LANE SURGERY,00L,13174,4938,27.2636925795053
A84040,HUMSHAUGH & WARK MED GRP,00L,17747,2754,13.4334910492171
A84042,SCOTS GAP MEDICAL GROUP,00L,5691,1953,25.549450549450498
A84043,BROCKWELL MEDICAL GROUP,00L,45369,15756,25.7766871165644
A84044,UNION BRAE & NORHAM PRAC,00L,24998,5246,17.345589207776698
A84045,HAYDON & ALLEN VALLEYS MEDICAL PRACTICE,00L,14678,4489,23.4204622528304
A84047,BRANCH END SURGERY,00L,15448,3143,16.9060297993653
A84048,STATION MEDICAL GROUP,00L,31670,4413,12.23013607516
A84604,THE GLENDALE SURGERY,00L,8092,1692,17.2935404742437
A84609,MIDDLE FARM SURGERY,00L,3540,700,16.5094339622642
A84613,HARBOTTLE SURGERY,00L,5840,385,6.18473895582329
A84614,THE ADDERLANE SURGERY,00L,4852,738,13.202146690518802
A84618,ALLENDALE HEALTH CENTRE,00L,4779,1000,17.3040318394186
A84619,ELSDON AVENUE SURGERY,00L,12449,2279,15.473927213470901
A85001,FELL TOWER MEDICAL CENTRE,00F,21475,6764,23.9526895428308
A85002,BENSHAM FAMILY PRACTICE,00F,11879,3116,20.780260086695602
A85003,ROWLANDS GILL MEDICAL CENTRE,00F,26939,6512,19.467280499835603
A85004,LONGRIGG MEDICAL CENTRE,00F,40415,7709,16.0190341617488
A85005,OXFORD TERRACE MEDICAL GROUP,00F,32852,7689,18.9659850521694
A85006,GLENPARK MEDICAL CENTRE,00F,28364,7713,21.3792721124262
A85007,FELL COTTAGE SURGERY,00F,19771,4460,18.4061739094548
A85008,BIRTLEY MEDICAL GROUP,00F,45589,11394,19.9954372356668
A85009,CROWHALL MEDICAL CENTRE,00F,22264,4866,17.9358643568006
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,00F,26064,6157,19.1086558455666
A85011,ST. ALBANS MEDICAL GROUP,00F,30556,6734,18.058460713328
A85012,METRO INTERCHANGE SURGERY,00F,13063,3101,19.1846077703539
A85013,MILLENNIUM FAMILY PRACTICE,00F,21267,4613,17.824574961360103
A85014,CRAWCROOK SURGERY,00F,34085,7416,17.8694489289415
A85015,HIGH STREET MEDICAL CENTRE,00F,9687,1862,16.1226080180102
A85016,DR KAURA & PARTNERS,00F,36243,9914,21.4788656108499
A85017,BEWICK ROAD SURGERY,00F,14722,2681,15.4053898753089
A85018,OLDWELL SURGERY,00F,17136,3060,15.151515151515198
A85019,CENTRAL GATESHEAD MEDICAL GROUP,00F,26103,6179,19.140697602379
A85020,WHICKHAM COTTAGE MEDICAL CENTRE,00F,45714,12195,21.0589027612288
A85021,SECOND STREET SURGERY,00F,10682,2025,15.936098213583099
A85023,TEAMS MEDICAL PRACTICE,00F,22515,6926,23.5250161339628
A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,00F,13970,2278,14.020187099950801
A85025,1 RAWLING ROAD(THE MEDICAL CENTRE),00F,15810,4847,23.4642009972406
A85026,BEACON VIEW MEDICAL CENTRE,00F,16341,3995,19.6449645948072
A85601,BIRTLEY LANE SURGERY,00F,3952,1165,22.7672464334571
A85605,ELVASTON ROAD SURGERY,00F,12091,2861,19.1345639379347
A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),00F,6930,1440,17.2043010752688
A85611,PELAW MEDICAL PRACTICE,00F,19134,3864,16.8014609966084
A85614,THE BRIDGES MEDICAL PRACTICE,00F,17930,6085,25.3383302102852
A85616,HOLLYHURST MEDICAL CENTRE,00F,11511,2920,20.2342180029104
A85617,SUNNISIDE SURGERY,00F,10158,1620,13.7544574630667
A85620,GRANGE ROAD MEDICAL PRACTICE,00F,11384,2240,16.441573693482102
A85621,GATDOC OOH,00F,49,18,26.865671641791
A86003,SAVILLE MEDICAL GROUP,00G,48043,17409,26.5981177045774
A86004,PROSPECT MEDICAL CENTRE,00H,29567,7460,20.1474599616496
A86005,WEST FARM SURGERY,99C,18084,7024,27.975147363390203
A86006,ROSEWORTH SURGERY,00H,17324,4770,21.589571829456
A86007,AVENUE MEDICAL PRACTICE,00G,3619,786,17.843359818388198
A86008,PARK MEDICAL GROUP,00G,32177,8348,20.5996298581123
A86009,FALCON MEDICAL GROUP,00G,24834,6930,21.817151492255398
A86010,BIDDLESTONE HEALTH GROUP,00G,20431,4373,17.6302209321077
A86011,WALKER MEDICAL GROUP,00G,47521,14489,23.365586195774902
A86012,WEST ROAD MEDICAL CENTRE,00H,26224,7486,22.207060219519402
A86013,DENTON PARK MEDICAL GROUP,00H,33494,7009,17.3048909957287
A86015,HOLLY MEDICAL GROUP,00G,12750,3307,20.5953789624463
A86016,LANE END SURGERY,99C,21774,5370,19.783377541998203
A86017,CRUDDAS PARK SURGERY,00H,31756,9914,23.7916966642669
A86018,THE GROVE MEDICAL GROUP,00G,26305,5319,16.819504174045
A86020,THE SURGERY-OSBORNE ROAD,00G,5732,1028,15.207100591716
A86021,HOLMSIDE MEDICAL GROUP,00H,51895,13220,20.3025416570683
A86022,PARKWAY MEDICAL GROUP,00H,21492,6509,23.2455983714867
A86023,BENFIELD PARK MEDICAL GROUP,00G,23446,5322,18.4997219132369
A86024,HEATON ROAD SURGERY,00G,16500,4675,22.0779220779221
A86025,WESTERHOPE MEDICAL GROUP,00H,36588,8434,18.7330638354582
A86026,THROCKLEY PRIMARY CARE CENTRE,00H,29231,6494,18.1777466759972
A86027,NEWCASTLE MEDICAL CENTRE,00G,721,375,34.2153284671533
A86028,REGENT MEDICAL CENTRE,00G,9824,2944,23.0576441102757
A86029,THORNFIELD MEDICAL GROUP,00G,46326,12566,21.337363309108202
A86030,BETTS AVENUE MEDICAL GROUP,00H,33268,9783,22.7242108197254
A86031,FENHAM HALL SURGERY,00H,14693,3693,20.0859349505058
A86033,BRUNTON PARK,00G,10135,2294,18.456834821787798
A86035,BROADWAY MEDICAL CENTRE,00H,6873,2587,27.346723044397496
A86036,GOSFORTH MEMORIAL MED.CTR,00G,17135,5246,23.4395245967562
A86037,GRAINGER MEDICAL GROUP,00H,25009,7339,22.6876468406084
A86038,NEWBURN SURGERY,00H,29132,7621,20.7357222539657
A86040,ST.ANTHONY'S HEALTH CENTRE,00G,23052,4942,17.653782953489998
A86041,SWARLAND AVENUE SURGERY,99C,21601,6126,22.0939878097162
A86601,DENTON TURRET MEDICAL CENTRE,00H,20635,8129,28.2610207203449
A87002,SPRING TERRACE HEALTH CENTRE,99C,30567,9397,23.5136622960665
A87003,PORTUGAL PLACE HEALTH CTR,99C,36438,11980,24.7428642240489
A87004,COLLINGWOOD SURGERY,99C,49777,12492,20.061346737542
A87005,WHITLEY BAY HEALTH CENTRE,99C,24150,7562,23.845862764884
A87006,49 MARINE AVENUE SURGERY,99C,15503,4593,22.855294585987302
A87007,FOREST HALL HEALTH CENTRE,99C,29819,9434,24.0338318090337
A87008,MARINE AVENUE MEDICAL CTR,99C,16316,4509,21.6518607442977
A87009,PRIORY MEDICAL GROUP,99C,32716,15863,32.6540274604253
A87011,BEAUMONT PARK SURGERY,99C,15284,4551,22.944290395765098
A87012,WIDEOPEN MEDICAL CENTRE,99C,35033,11007,23.907471763683798
A87013,BEWICKE MEDICAL CENTRE,99C,27449,7970,22.5020469239674
